"source";"segment";"segment_url";"checkbox_label";"checkbox_value";"checkbox_marker";"page_number";"position_on_page";"listing_id";"url";"title_from_listing";"price_from_listing";"price_from_listing_num";"address_from_listing";"description_from_listing";"status";"run_marker";"collected_at";"parsed_at";"error"
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"23";"8091783748";"https://www.avito.ru/lytkarino/kvartiry/3-k._kvartira_711_m_712_et._8091783748?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 71,1 м², 7/12 эт.";"12 557 124 ₽";"12557124";"Московская область, Ленинский городской округ, жилой комплекс Богдановский Лес, 10.1 Лыткарино";"Cтрoим кваpталы для жизни c зaботой о будущем. Пpедлaгаeтcя 3-комнатная квартира кoмфopт-клaсса площадью 71.09 кв. М в коpпуce 10.1 нa 7-м этаже, в жилом комплекcе «Богдановский Лec». Застpойщик сдaет квaртиpы c oтделкoй в нeскольких вapиантax: прeдчиcтов";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:01:59";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"24";"7746029664";"https://www.avito.ru/aprelevka/kvartiry/3-k._kvartira_633_m_45_et._7746029664?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 63,3 м², 4/5 эт.";"12 485 925 ₽";"12485925";"Ул. Парк Апрель, стр. 1 Апрелевка";"Прямая продажа от застройщика! Загородный жилой комплекс класса Комфорт Плюс. Продаётся 3-к квартира №23 общей площадью 63.3 кв. М на 4-м этаже 5 этажного дома. Без отделки. Расположение комплекса: «Апрелевка Клаб» — это жилой комплекс всего в 30 км от Мо";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:02:18";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"25";"8124110371";"https://www.avito.ru/podolsk/kvartiry/3-k._kvartira_62_m_25_et._8124110371?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 62 м², 2/5 эт.";"7 700 000 ₽";"7700000";"Юбилейная ул., 24 Подольск";"Номер лота: вт-0433590. Продается светлая и просторная трехкомнатная квартира в одном из самых зеленых городов Подмосковья. Расположение и инфраструктура: Квартира находится в прекрасном городе Подольск, который славится своей экологией и обилием мест для";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:02:33";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"26";"7810663841";"https://www.avito.ru/podolsk/kvartiry/3-k._kvartira_612_m_44_et._7810663841?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 61,2 м², 4/4 эт.";"11 170 499 ₽";"11170499";"Д. Докукино, стр. 1.1 Подольск";"Прямая продажа от застройщика! Загородный жилой комплекс комфорт-класса. Продаётся 3-к квартира №169 общей площадью 61.2 кв. М на 4-м этаже 4 этажного дома. Без отделки. Расположение комплекса: «Дубровицы Клаб» — это современный малоэтажный комплекс комфо";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:02:54";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"27";"8129522762";"https://www.avito.ru/moskovskaya_oblast_voskresenskoe/kvartiry/3-k._kvartira_884_m_517_et._8129522762?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 88,4 м², 5/17 эт.";"15 410 330 ₽";"15410330";"С/п Булатниковское, д. Боброво, мкр. «Боброво», корп. 48 Воскресенское";"В Ленинский район Московской области продаётся 3-комнатная квартира квартира площадью 88.4 на 5 этаже 17 этажного дома (корпус 48, секция 1) в проекте ПИК «Восточное Бутово». Удобное расположение. 20 минут на автомобиле до станций метро и Мцд «Бульвар Дм";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:03:10";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"28";"7872710783";"https://www.avito.ru/podolsk/kvartiry/3-k._kvartira_895_m_223_et._7872710783?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 89,5 м², 2/23 эт.";"11 662 400 ₽";"11662400";"П. Сосновый Бор, ул. Объездная Дорога, стр. 3 Подольск";"О проекте «Новый Весенний». Жилой дом, начинающий новую жизнь. Проект «Новый Весенний» расположен в зеленом поселке Сосновый Бор Подольского округа, рядом с большим лесопарком, что открывает жителям панорамные виды и комфортное пространство для жизни. Под";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:03:26";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"29";"8090994562";"https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/3-k._kvartira_706_m_29_et._8090994562?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 70,6 м², 2/9 эт.";"9 343 468 ₽";"9343468";"Д. Юрлово, д. 6 Красногорск";"Продается трехкомнатная квартира № 6 в новостройке ЖК «Большое Юрлово» по адресу Московская область, Химки городской округ, Юрлово деревня, ЖК Большое Юрлово, корп. 6. Общая площадь квартиры — 70.61 кв. М., этаж 2 из 9, секция 1. Тип проекта, по которому п";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:03:45";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"30";"8029247556";"https://www.avito.ru/lesnoy_gorodok/kvartiry/3-k._kvartira_632_m_414_et._8029247556?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 63,2 м², 4/14 эт.";"15 105 000 ₽";"15105000";"Д. Солманово, ул. Лазурная, стр. 1 Лесной Городок";"Продается 3-комн. Квартира площадью 63,2 кв. М на 4 этаже 14 этажного дома в ЖК «Одинцовские кварталы Эволюция» от федерального девелопера ГК «Вектор». Одинцовские кварталы — это идеальное место для комфортной жизни в окружении природы. Комплекс расположе";"closed";"";"2026-06-06 12:05:37";"2026-06-09 14:46:29";"listing closed: Объявление не посмотреть / Объявление закрыто"
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"31";"7356078990";"https://www.avito.ru/aprelevka/kvartiry/3-k._kvartira_88_m_13_et._7356078990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 88 м², 1/3 эт.";"12 200 000 ₽";"12200000";"Центральная ул., 18 пос. Первомайское";"Номер лота: вт-0426204. Продается просторная трехкомнатная квартира в малоэтажном красивом доме в ЖК Первомайское. Три изолированные комнаты, большая кухня. Дом монолитно-кирпичный 2011 г. Московская прописка. Новая Москва. Поселок находится в зеленом, эко";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:04:01";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"32";"7998868469";"https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/3-k._kvartira_508_m_46_et._7998868469?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 50,8 м², 4/6 эт.";"9 255 406 ₽";"9255406";"Ул. Полковника Глазунова, стр. 7 Красногорск";"Квартира Объект собственности #62258. Продается 3-к квартира. На 4-м этаже 5-этажного. Нового дома в корпусе 7 в ЖК «Аникеевский».";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:04:19";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"33";"8193797993";"https://www.avito.ru/moskovskaya_oblast_dubna/kvartiry/3-k._kvartira_868_m_57_et._8193797993?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 86,8 м², 5/7 эт.";"11 197 200 ₽";"11197200";"Ул. Программистов, д. 11 Дубна";"Номер квартиры: 20. Этаж: 5. Площадь: 86.80. Корпус: Дом 1. Дома по улице Макаренко представляют собой монолитно-кирпичные здания. Застройщиком представлены различные планировки квартир — от одно- до трёхкомнатных, включая европланировки, общей площадь";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:04:36";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"34";"8193202224";"https://www.avito.ru/mytischi/kvartiry/3-k._kvartira_762_m_925_et._8193202224?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 76,2 м², 9/25 эт.";"17 384 115 ₽";"17384115";"Ул. Юбилейная, стр. 15 Мытищи";"В Мытищах Московской области продаётся 3-комнатная квартира квартира площадью 76.2 на 9 этаже 25 этажного дома (корпус 15.3.2, секция 3) в проекте ПИК «Ярославский». Удобное расположение. 15 минут на общественном транспорте до платформы Мытищи и 20 минут";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:04:56";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"35";"7938088246";"https://www.avito.ru/aprelevka/kvartiry/3-k._kvartira_1267_m_33_et._7938088246?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 126,7 м², 3/3 эт.";"24 829 226 ₽";"24829226";"Д. Мартемьяново, стр. 2 Апрелевка";"Прямая продажа от застройщика! Жилой Комплекс класса Комфорт. Продаётся 3-к квартира №40 общей площадью 126.65 кв. М на 3-м этаже 3 этажного дома. Без отделки. Расположение комплекса: «Мартемьяново Клаб» — клубный поселок таунхаусов от Фск в Наро-Фоминско";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:05:12";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"36";"7841493887";"https://www.avito.ru/kommunarka/kvartiry/3-k._kvartira_877_m_1818_et._7841493887?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 87,7 м², 18/18 эт.";"31 221 200 ₽";"31221200";"Ул. Эдварда Грига, з/у 14Б, д. 37.2 Коммунарка";"Номер квартиры: 182. Этаж: 18. Площадь: 87.70. Корпус: Дом 37.2.1. Жилой комплекс «Скандинавия» возводится в экологически чистом районе Новой Москвы группой компаний «А101». Квартал включает здания высотой от 7 до 16 этажей. В комплексе представлены ква";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:05:30";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"37";"8130197422";"https://www.avito.ru/aprelevka/kvartiry/3-k._kvartira_714_m_34_et._8130197422?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 71,4 м², 3/4 эт.";"19 849 200 ₽";"19849200";"ул. Парк Апрель, д. 45 Апрелевка";"Прямая продажа от застройщика! Загородный жилой комплекс класса Комфорт Плюс. Продаётся 3-к квартира №49 в сданном корпусе общей площадью 71.4 кв. М на 3-м этаже 4 этажного дома. Без отделки. Расположение комплекса: Уникальный жилой комплекс, расположенны";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:05:46";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"38";"8181986657";"https://www.avito.ru/schelkovo/kvartiry/3-k._kvartira_541_m_39_et._8181986657?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 54,1 м², 3/9 эт.";"7 000 000 ₽";"7000000";"Комсомольская ул., 7к3 Щёлково";"Продается 3-х комнатная квартира на 3-м этаже 9-ти этажного кирпичного дома в г. Щёлково, ул. Комсомольская д. 7, корпус 3. Общая площадь по Егрн 54.1 м², кухня 8 м². 1 изолированная комната 10.8 кв. М и две комнаты смежные (большой зал 16.3 кв. М с балкон";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:06:05";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"39";"8125754959";"https://www.avito.ru/odintsovo/kvartiry/3-k._kvartira_628_m_1824_et._8125754959?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 62,8 м², 18/24 эт.";"17 935 000 ₽";"17935000";"Ул. Верхне-Пролетарская/Сосновая, стр. 2 Одинцово";"Продается 3-комн. Квартира площадью 62,8 кв. М на 18 этаже 24 этажного дома в ЖК «Союзный» от федерального девелопера ГК «Вектор». Расположение, транспортная доступность. Жилой комплекс «Союзный» — это квартал из 6 монолитных домов комфорт-класса высотой";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:06:22";""
"avito";"3 комнаты";"https://www.avito.ru/moskovskaya_oblast/kvartiry/prodam/3-komnatnye-ASgBAgICAkSSA8YQygiEWQ?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6InkiO3M6MTY6IkJSc1F3MVJJUmVPbW1LZWwiO33rL3oOJgAAAA&localPriority=0";"3 комнаты";"5698";"params[549]/checkbox/5698";"2";"40";"7520411319";"https://www.avito.ru/kotelniki/kvartiry/3-k._kvartira_85_m_1525_et._7520411319?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuYVp4ZEI5QWRSZ2tCZEhDIjt9PATKfD8AAAA";"3-к. квартира, 85 м², 15/25 эт.";"17 365 550 ₽";"17365550";"Микрорайон Новые Котельники, к15 Котельники";"Продается трехкомнатная квартира № 396 в новостройке ЖК «Котельники парк» по адресу Московская область, г. Дзержинский, мкр. Новые Котельники, корп. 11. Общая площадь квартиры — 85.00 кв. М., этаж 15 из 25, секция 3. Стоимость квартиры — 17365550 Р. Срок с";"done";"";"2026-06-06 12:05:37";"2026-06-07 19:08:21";""
