source,source_listing_id,url,parsed_at,link_collected_at,price_rub,price_m2_rub,lat,lon,region,okrug,settlement,street,address,rooms,is_studio,total_area_m2,kitchen_area_m2,living_area_m2,kitchen_area_share,living_area_share,floor,floors_total,floor_ratio,floor_group,is_first_floor,is_last_floor,house_year,house_age,is_new_building_year,ceiling_height_m,house_type,property_format,housing_market,housing_class,housing_class_rank,heating_type,overlap_type,gas_supply_type,redevelopment_status,ownership_share_fraction,is_share_sale,repair_type,finish_type,finish_rank,sale_type,bathroom_type,bathroom_combined_count,bathroom_separate_count,bathroom_total_count,passenger_elevator_count,freight_elevator_count,elevator_total_count,has_elevator,metro_min_listed,metro_count_listed,mkad_distance_km,balcony_count,loggia_count,balcony_loggia_type,is_apartment_format,is_penthouse_format,has_balcony,has_loggia,windows_yard,windows_street,windows_park_or_forest,windows_water,windows_sunny,windows_panoramic,windows_two_sides,windows_quiet,windows_view_count,parking_underground,parking_surface,parking_multilevel,parking_yard,parking_open_yard,parking_barrier,parking_guest,yard_closed,yard_playground,yard_sportground,yard_no_cars,yard_barrier,has_furniture,has_kitchen_furniture,has_wardrobe_storage,has_sleeping_places,furniture_set,has_fridge,has_washer,has_dishwasher,has_ac,has_water_heater,has_oven,has_cooktop,has_hood,has_appliances,appliances_set,mortgage_possible,one_owner,no_encumbrance,quick_deal,has_warm_floor,is_emergency_house,has_ramp,has_minor_owners,maternity_capital_used,has_garbage_chute,has_concierge,entrance_clean,entrance_needs_repair,has_security,has_storage_room,has_mall_nearby_text,has_park_nearby_text,has_school_nearby_text,has_kindergarten_nearby_text,description_len_chars,description_len_words,repair_source,finish_source,house_type_source,ceiling_height_source,osm_metro_count_1000m,osm_metro_nearest_1000m,has_metro_1000m,osm_park_count_1000m,osm_park_nearest_1000m,has_park_1000m,osm_school_count_1000m,osm_school_nearest_1000m,has_school_1000m,osm_kindergarten_count_1000m,osm_kindergarten_nearest_1000m,has_kindergarten_1000m,osm_hospital_clinic_count_1000m,osm_hospital_clinic_nearest_1000m,has_hospital_clinic_1000m,osm_pharmacy_count_1000m,osm_pharmacy_nearest_1000m,has_pharmacy_1000m,osm_supermarket_count_1000m,osm_supermarket_nearest_1000m,has_supermarket_1000m,osm_public_transport_stop_count_1000m,osm_public_transport_stop_nearest_1000m,has_public_transport_stop_1000m,osm_cafe_restaurant_count_1000m,osm_cafe_restaurant_nearest_1000m,has_cafe_restaurant_1000m,osm_fitness_sport_count_1000m,osm_fitness_sport_nearest_1000m,has_fitness_sport_1000m,osm_total_poi_count_1000m,infrastructure_score_1000m,log1p_osm_metro_count_1000m,log1p_osm_park_count_1000m,log1p_osm_school_count_1000m,log1p_osm_kindergarten_count_1000m,log1p_osm_hospital_clinic_count_1000m,log1p_osm_pharmacy_count_1000m,log1p_osm_supermarket_count_1000m,log1p_osm_public_transport_stop_count_1000m,log1p_osm_cafe_restaurant_count_1000m,log1p_osm_fitness_sport_count_1000m,log1p_osm_total_poi_count_1000m,osm_features_available,osm_radius_m,address_exact,address_zone,residential_complex,building_key,metro_primary,geo_cell_2000m,geo_cell_1000m,geo_cell_500m,geo_cell_200m,listing_density_250m,listing_density_500m,listing_density_1000m,listing_density_2000m,listing_density_5000m,listing_density_10000m,nearest_listing_distance_m,ext_cafe_restaurant_count_250m,ext_cafe_restaurant_count_500m,ext_cafe_restaurant_count_750m,ext_fitness_sport_count_250m,ext_fitness_sport_count_500m,ext_fitness_sport_count_750m,ext_hospital_clinic_count_250m,ext_hospital_clinic_count_500m,ext_hospital_clinic_count_750m,ext_kindergarten_count_250m,ext_kindergarten_count_500m,ext_kindergarten_count_750m,ext_metro_count_250m,ext_metro_count_500m,ext_metro_count_750m,ext_park_count_250m,ext_park_count_500m,ext_park_count_750m,ext_pharmacy_count_250m,ext_pharmacy_count_500m,ext_pharmacy_count_750m,ext_public_transport_stop_count_250m,ext_public_transport_stop_count_500m,ext_public_transport_stop_count_750m,ext_school_count_250m,ext_school_count_500m,ext_school_count_750m,ext_supermarket_count_250m,ext_supermarket_count_500m,ext_supermarket_count_750m,ext_total_poi_count_250m,ext_total_poi_count_500m,ext_total_poi_count_750m,distance_to_moscow_center_km,approx_mkad_distance_km,inside_approx_mkad,center_bearing_sin,center_bearing_cos
avito,8138926613,https://www.avito.ru/kommunarka/kvartiry/1-k._kvartira_326_m_417_et._8138926613?context=H4sIAAAAAAAA_wGIAHf_YTo0OntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MTE6IndpZGdldFRpdGxlIjtOO3M6MToieCI7czozMToiZ3M3a3JyeWdvN2M5dDR0aTFhOThreG9iOXBtbHljYiI7ffQkg12IAAAA,2026-06-06 13:16:22,2026-06-06 11:30:06,11600000.0,355828.0,55.59133,37.48273,,,,,"п. Сосенское, пос. Газопровод, стр.",1.0,0,32.6,10.0,,0.3067484662576687,,4.0,17.0,0.2352941176470588,low,0,0,,,0,2.7,monolith_brick,flat,new_building,unknown,,unknown,unknown,unknown,none,,0,unknown,no_finish,0.0,ddu,unknown,0,0,0,0,0,0,0,25.5,3,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,702,93,missing,existing,existing,existing,7.0,770.9,1.0,5.0,434.1,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,8.0,616.4,1.0,0.0,,0.0,0.0,,0.0,19.0,46.0,2.079441541679836,1.791759469228055,0.0,0.0,0.0,0.0,0.0,2.19722457733622,0.0,0.0,2.995732273553991,1,1000.0,"п. сосенское, пос. газопровод, стр.","п. сосенское, пос. газопровод, стр.",жк «форевиль»,корпус 1 (1 этап),коммунарка (21–30 мин.),2779_1874,5559_3748,11118_7496,27795_18741,13.0,13.0,14.0,23.0,112.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,19.71263138320284,2.512631383202841,0.0,-0.4325309102914912,-0.9016191056329796
avito,7861250241,https://www.avito.ru/povarovo/kvartiry/1-k._kvartira_403_m_317_et._7861250241?context=H4sIAAAAAAAA_wGIAHf_YTo0OntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MTE6IndpZGdldFRpdGxlIjtOO3M6MToieCI7czozMToiZ3M3a3JyeWdvN2M5dDR0aTFhOThreG9iOXBtbHljYiI7ffQkg12IAAAA,2026-06-06 13:17:09,2026-06-06 11:30:06,5636400.0,139861.0,56.07982,37.06055,,,,,"ул. Школьная, стр. 13",1.0,0,40.3,18.8,13.4,0.4665012406947891,0.3325062034739454,3.0,17.0,0.1764705882352941,low,0,0,2027.0,-1.0,1,2.7,monolith,flat,new_building,unknown,,unknown,unknown,unknown,unknown,,0,unknown,no_finish,0.0,assignment,combined,1,0,1,1,1,2,1,,0,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,457,71,missing,existing,existing,existing,0.0,,0.0,19.0,174.8,1.0,1.0,587.2,1.0,1.0,812.2,1.0,2.0,313.1,1.0,2.0,205.7,1.0,16.0,249.6,1.0,8.0,104.4,1.0,6.0,279.5,1.0,1.0,308.4,1.0,56.0,67.0,0.0,2.995732273553991,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,2.833213344056216,2.19722457733622,1.9459101490553128,0.6931471805599453,4.04305126783455,1,1000.0,"ул. школьная, стр. 13",ул. школьная,жк «поварово молодежный - 2»,unknown,unknown,2803_1853,5607_3706,11215_7412,28039_18530,5.0,5.0,9.0,11.0,20.0,35.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,15.0,1.0,2.0,2.0,7.0,7.0,7.0,0.0,0.0,1.0,1.0,9.0,12.0,12.0,31.0,41.0,50.43195344695028,33.231953446950286,0.0,-0.6863972161302367,0.7272268295990331
avito,7873402883,https://www.avito.ru/moskovskaya_oblast_voskresenskoe/kvartiry/1-k._kvartira_372_m_225_et._7873402883?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZjJHWWd0WVJ5bjE5SEZVIjt9phw7iT8AAAA,2026-06-06 13:17:39,2026-06-06 11:30:06,7923600.0,213000.0,55.52237,37.61232,,,,,"с/п Булатниковское, д. Боброво, мкр. «Боброво», корп. 55",1.0,0,37.2,17.7,11.5,0.4758064516129032,0.3091397849462365,2.0,25.0,0.08,low,0,0,,,0,2.6,monolith,flat,new_building,unknown,,gas,unknown,unknown,unknown,,0,unknown,prefinish,2.0,ddu,combined,1,0,1,1,0,1,1,5.0,0,5.0,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,973,140,missing,existing,existing,existing,0.0,,0.0,6.0,174.9,1.0,0.0,,0.0,2.0,774.4,1.0,0.0,,0.0,4.0,765.3,1.0,10.0,619.8,1.0,9.0,453.8,1.0,1.0,935.1,1.0,0.0,,0.0,32.0,35.0,0.0,1.9459101490553128,0.0,1.0986122886681098,0.0,1.6094379124341005,2.3978952727983707,2.302585092994046,0.6931471805599453,0.0,3.49650756146648,1,1000.0,"с/п булатниковское, д. боброво, мкр. «боброво», корп. 55","с/п булатниковское, д. боброво, мкр. «боброво»",восточное бутово,корпус 55,unknown,2776_1880,5552_3761,11104_7522,27761_18806,18.0,52.0,56.0,70.0,123.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,10.0,25.452509993206764,8.252509993206765,0.0,-0.015093157025735666,-0.9998860918179613
avito,8031957152,https://www.avito.ru/zhukovskiy/kvartiry/1-k._kvartira_411_m_218_et._8031957152?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZjJHWWd0WVJ5bjE5SEZVIjt9phw7iT8AAAA,2026-06-06 13:17:53,2026-06-06 11:30:06,6863700.0,167000.0,55.60116,38.08297,,,,,"ул. Гудкова, стр. 3",1.0,0,41.1,18.9,,0.4598540145985401,,2.0,18.0,0.1111111111111111,low,0,0,,,0,,monolith,flat,new_building,comfort,2.0,unknown,unknown,unknown,unknown,,0,designer,no_finish,0.0,ddu,unknown,0,0,0,0,0,0,0,25.5,2,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,85,description,existing,existing,missing,0.0,,0.0,164.0,251.6,1.0,11.0,584.7,1.0,7.0,369.8,1.0,7.0,201.8,1.0,24.0,200.4,1.0,36.0,273.6,1.0,25.0,131.1,1.0,26.0,206.6,1.0,5.0,349.5,1.0,305.0,426.0,0.0,5.10594547390058,2.4849066497880004,2.079441541679836,2.079441541679836,3.218875824868201,3.610917912644224,3.258096538021482,3.295836866004329,1.791759469228055,5.723585101952381,1,1000.0,"ул. гудкова, стр. 3",ул. гудкова,жк «гранд комфорт»,этап 3,ильинская (21–30 мин.),2780_1904,5560_3808,11120_7616,27800_19041,13.0,13.0,25.0,33.0,69.0,243.0,0.0,4.0,10.0,14.0,0.0,4.0,5.0,1.0,5.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,93.0,1.0,3.0,11.0,2.0,3.0,14.0,0.0,0.0,4.0,0.0,6.0,19.0,8.0,55.0,168.0,33.568929930086895,16.368929930086896,0.0,0.8693299225340837,-0.49423221848325916
avito,7553694447,https://www.avito.ru/kotelniki/kvartiry/1-k._kvartira_35_m_1025_et._7553694447?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZjJHWWd0WVJ5bjE5SEZVIjt9phw7iT8AAAA,2026-06-06 13:18:09,2026-06-06 11:30:06,9794575.0,279845.0,55.66275,37.86706,,,,,"ул. Новая, д. 1-10, корп. 5а",1.0,0,35.0,18.1,10.1,0.5171428571428572,0.2885714285714285,10.0,25.0,0.4,middle,0,0,,,0,2.6,monolith,flat,new_building,unknown,,gas,unknown,unknown,unknown,,0,unknown,finished,3.0,ddu,combined,1,0,1,1,0,1,1,18.0,3,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1104,165,missing,existing,existing,existing,0.0,,0.0,12.0,156.2,1.0,3.0,115.3,1.0,12.0,352.6,1.0,7.0,242.2,1.0,26.0,161.5,1.0,28.0,135.3,1.0,30.0,107.7,1.0,31.0,448.7,1.0,3.0,295.0,1.0,152.0,117.0,0.0,2.5649493574615367,1.3862943611198906,2.5649493574615367,2.079441541679836,3.295836866004329,3.367295829986474,3.4339872044851463,3.4657359027997265,1.3862943611198906,5.030437921392435,1,1000.0,"ул. новая, д. 1-10, корп. 5а",ул. новая,томилинский бульвар,корпус 5-8,котельники (16–20 мин.),2783_1893,5566_3786,11132_7573,27831_18933,22.0,34.0,108.0,138.0,284.0,591.0,0.0,0.0,1.0,14.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,18.0,3.0,4.0,12.0,1.0,2.0,2.0,1.0,2.0,12.0,8.0,18.0,71.0,18.42479515605104,1.2247951560510408,0.0,0.8463985698797868,-0.5325499609477516
avito,7984275710,https://www.avito.ru/kommunarka/kvartiry/1-k._kvartira_326_m_218_et._7984275710?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZjJHWWd0WVJ5bjE5SEZVIjt9phw7iT8AAAA,2026-06-06 13:18:25,2026-06-06 11:30:06,13293844.0,407787.0,55.59133,37.48273,,,,,"п. Сосенское, пос. Газопровод, стр.",1.0,0,32.6,15.1,17.5,0.4631901840490797,0.5368098159509203,2.0,18.0,0.1111111111111111,low,0,0,,,0,2.7,monolith_brick,flat,new_building,business,3.0,unknown,unknown,unknown,unknown,,0,designer,no_finish,0.0,ddu,combined,1,0,1,0,0,0,0,25.5,3,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1913,244,description,existing,existing,existing,7.0,770.9,1.0,5.0,434.1,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,8.0,616.4,1.0,0.0,,0.0,0.0,,0.0,19.0,46.0,2.079441541679836,1.791759469228055,0.0,0.0,0.0,0.0,0.0,2.19722457733622,0.0,0.0,2.995732273553991,1,1000.0,"п. сосенское, пос. газопровод, стр.","п. сосенское, пос. газопровод, стр.",жк «форевиль»,корпус 1 (1 этап),коммунарка (21–30 мин.),2779_1874,5559_3748,11118_7496,27795_18741,13.0,13.0,14.0,23.0,112.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,19.71263138320284,2.512631383202841,0.0,-0.4325309102914912,-0.9016191056329796
avito,7753032745,https://www.avito.ru/himki/kvartiry/1-k._kvartira_376_m_212_et._7753032745?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZjJHWWd0WVJ5bjE5SEZVIjt9phw7iT8AAAA,2026-06-06 13:18:39,2026-06-06 11:30:06,6893383.0,183335.0,55.94915,37.4737,,,,,"ул. Береговая, стр. 4",1.0,0,37.6,15.4,13.2,0.4095744680851064,0.351063829787234,2.0,12.0,0.1666666666666666,low,0,0,,,0,2.7,monolith,flat,new_building,unknown,,unknown,unknown,unknown,unknown,,0,unknown,no_finish,0.0,ddu,combined,1,0,1,1,1,2,1,31.0,1,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,33,missing,existing,existing,existing,0.0,,0.0,21.0,137.2,1.0,2.0,941.6,1.0,7.0,647.0,1.0,4.0,635.7,1.0,2.0,299.5,1.0,16.0,188.7,1.0,11.0,196.4,1.0,13.0,595.0,1.0,1.0,889.3,1.0,77.0,83.0,0.0,3.091042453358316,1.0986122886681098,2.079441541679836,1.6094379124341005,1.0986122886681098,2.833213344056216,2.4849066497880004,2.6390573296152584,0.6931471805599453,4.356708826689592,1,1000.0,"ул. береговая, стр. 4",ул. береговая,жк «берег»,корпус 4,водники (от 31 мин.),2797_1873,5594_3747,11189_7494,27974_18736,12.0,57.0,67.0,85.0,130.0,329.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,11.0,0.0,1.0,2.0,2.0,4.0,6.0,0.0,0.0,0.0,1.0,2.0,9.0,4.0,10.0,42.0,23.78815637912541,6.588156379125412,0.0,-0.37878679397121723,0.9254839624288509
avito,8091875955,https://www.avito.ru/himki/kvartiry/1-k._kvartira_348_m_220_et._8091875955?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZjJHWWd0WVJ5bjE5SEZVIjt9phw7iT8AAAA,2026-06-06 13:18:55,2026-06-06 11:30:06,7172872.0,206117.0,55.90726,37.43297,,,,,"ул. Рабочая , корп. 2.1",1.0,0,34.8,,11.5,,0.3304597701149425,2.0,20.0,0.1,low,0,0,,,0,2.7,monolith,flat,new_building,unknown,,unknown,unknown,unknown,unknown,,0,unknown,no_finish,0.0,ddu,unknown,0,0,0,1,0,1,1,25.5,2,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,sleeping,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1430,214,missing,existing,existing,existing,0.0,,0.0,8.0,21.3,1.0,0.0,,0.0,0.0,,0.0,1.0,964.5,1.0,0.0,,0.0,6.0,139.0,1.0,10.0,275.4,1.0,10.0,135.9,1.0,0.0,,0.0,35.0,33.0,0.0,2.19722457733622,0.0,0.0,0.6931471805599453,0.0,1.9459101490553128,2.3978952727983707,2.3978952727983707,0.0,3.58351893845611,1,1000.0,"ул. рабочая , корп. 2.1",ул. рабочая,химки парк,корпус 2.1,химки (21–30 мин.),2795_1871,5590_3743,11181_7486,27953_18716,15.0,15.0,15.0,75.0,193.0,409.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,18.0,23.0,20.859231862122076,3.659231862122077,0.0,-0.5541438954080979,0.8324208930474649
avito,8001055475,https://www.avito.ru/kotelniki/kvartiry/1-k._kvartira_328_m_217_et._8001055475?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZjJHWWd0WVJ5bjE5SEZVIjt9phw7iT8AAAA,2026-06-06 13:19:10,2026-06-06 11:30:06,8498611.0,259104.0,55.65533,37.87162,,,,,"Яничкин пр-д, з/у 6/11",1.0,0,32.8,15.8,8.9,0.4817073170731707,0.2713414634146341,2.0,17.0,0.1176470588235294,low,0,0,,,0,2.6,monolith,flat,new_building,unknown,,gas,unknown,unknown,unknown,,0,unknown,finished,3.0,ddu,combined,1,0,1,1,1,2,1,31.0,2,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1010,148,missing,existing,existing,existing,0.0,,0.0,7.0,147.1,1.0,3.0,524.1,1.0,3.0,444.0,1.0,2.0,360.4,1.0,7.0,235.5,1.0,8.0,269.7,1.0,19.0,273.7,1.0,13.0,471.8,1.0,2.0,621.2,1.0,64.0,52.5,0.0,2.079441541679836,1.3862943611198906,1.3862943611198906,1.0986122886681098,2.079441541679836,2.19722457733622,2.995732273553991,2.6390573296152584,1.0986122886681098,4.174387269895637,1,1000.0,"яничкин пр-д, з/у 6/11",яничкин пр-д,белая дача парк,корпус 22.1,котельники (от 31 мин.),2782_1893,5565_3787,11131_7574,27827_18935,45.0,50.0,75.0,136.0,283.0,602.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,4.0,6.0,0.0,5.0,11.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,15.0,36.0,19.115983452124443,1.9159834521244434,0.0,0.8309139679392159,-0.5564009147040538
avito,8193200087,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k._kvartira_381_m_59_et._8193200087?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZjJHWWd0WVJ5bjE5SEZVIjt9phw7iT8AAAA,2026-06-06 13:19:25,2026-06-06 11:30:06,9629180.0,252734.0,55.76603,37.21311,,,,,"д. Глухово, стр. 4.2",1.0,0,38.1,17.1,11.9,0.4488188976377953,0.3123359580052493,5.0,9.0,0.5555555555555556,middle,0,0,,,0,2.7,monolith,flat,new_building,unknown,,electric,unknown,unknown,unknown,,0,unknown,prefinish,2.0,ddu,combined,1,0,1,1,0,1,1,5.0,0,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1140,157,missing,existing,existing,existing,0.0,,0.0,18.0,243.2,1.0,1.0,640.2,1.0,1.0,314.8,1.0,0.0,,0.0,1.0,733.6,1.0,4.0,371.6,1.0,5.0,530.7,1.0,5.0,359.0,1.0,0.0,,0.0,35.0,47.5,0.0,2.9444389791664403,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341005,1.791759469228055,1.791759469228055,0.0,3.58351893845611,1,1000.0,"д. глухово, стр. 4.2",д. глухово,ильинские луга,корпус 4.2,unknown,2788_1860,5576_3721,11153_7442,27883_18606,17.0,21.0,38.0,52.0,58.0,347.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,6.0,18.0,25.412502872819097,8.212502872819098,0.0,-0.9977114999937791,0.06761481184003566
avito,8091139365,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/1-k._kvartira_347_m_211_et._8091139365?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJWZjJHWWd0WVJ5bjE5SEZVIjt9phw7iT8AAAA,2026-06-06 13:19:42,2026-06-06 11:30:06,5585001.0,160951.0,55.89999,37.2542,,,,,"д. Юрлово, д. 5",1.0,0,34.7,,16.4,,0.472622478386167,2.0,11.0,0.1818181818181818,low,0,0,,,0,2.8,monolith,flat,new_building,unknown,,unknown,unknown,unknown,unknown,,0,unknown,no_finish,0.0,ddu,unknown,0,0,0,1,0,1,1,,0,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,64,missing,existing,existing,existing,0.0,,0.0,12.0,370.5,1.0,0.0,,0.0,1.0,456.1,1.0,0.0,,0.0,0.0,,0.0,5.0,593.1,1.0,5.0,571.0,1.0,10.0,562.8,1.0,1.0,953.4,1.0,34.0,35.0,0.0,2.5649493574615367,0.0,0.6931471805599453,0.0,0.0,1.791759469228055,1.791759469228055,2.3978952727983707,0.6931471805599453,3.555348061489413,1,1000.0,"д. юрлово, д. 5",д. юрлово,жк «большое юрлово»,дом 5,unknown,2794_1862,5589_3725,11179_7450,27949_18627,46.0,48.0,52.0,73.0,99.0,463.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,25.0,28.126328334332946,10.926328334332947,0.0,-0.8072744300320134,0.5901762403015627
