source,source_listing_id,url,parsed_at,link_collected_at,price_rub,price_m2_rub,lat,lon,region,okrug,settlement,street,address,rooms,is_studio,total_area_m2,kitchen_area_m2,living_area_m2,kitchen_area_share,living_area_share,floor,floors_total,floor_ratio,floor_group,is_first_floor,is_last_floor,house_year,house_age,is_new_building_year,ceiling_height_m,house_type,property_format,housing_market,housing_class,housing_class_rank,heating_type,overlap_type,gas_supply_type,redevelopment_status,ownership_share_fraction,is_share_sale,repair_type,finish_type,finish_rank,sale_type,bathroom_type,bathroom_combined_count,bathroom_separate_count,bathroom_total_count,passenger_elevator_count,freight_elevator_count,elevator_total_count,has_elevator,metro_min_listed,metro_count_listed,mkad_distance_km,balcony_count,loggia_count,balcony_loggia_type,is_apartment_format,is_penthouse_format,has_balcony,has_loggia,windows_yard,windows_street,windows_park_or_forest,windows_water,windows_sunny,windows_panoramic,windows_two_sides,windows_quiet,windows_view_count,parking_underground,parking_surface,parking_multilevel,parking_yard,parking_open_yard,parking_barrier,parking_guest,yard_closed,yard_playground,yard_sportground,yard_no_cars,yard_barrier,has_furniture,has_kitchen_furniture,has_wardrobe_storage,has_sleeping_places,furniture_set,has_fridge,has_washer,has_dishwasher,has_ac,has_water_heater,has_oven,has_cooktop,has_hood,has_appliances,appliances_set,mortgage_possible,one_owner,no_encumbrance,quick_deal,has_warm_floor,is_emergency_house,has_ramp,has_minor_owners,maternity_capital_used,has_garbage_chute,has_concierge,entrance_clean,entrance_needs_repair,has_security,has_storage_room,has_mall_nearby_text,has_park_nearby_text,has_school_nearby_text,has_kindergarten_nearby_text,description_len_chars,description_len_words,repair_source,finish_source,house_type_source,ceiling_height_source,osm_metro_count_1000m,osm_metro_nearest_1000m,has_metro_1000m,osm_park_count_1000m,osm_park_nearest_1000m,has_park_1000m,osm_school_count_1000m,osm_school_nearest_1000m,has_school_1000m,osm_kindergarten_count_1000m,osm_kindergarten_nearest_1000m,has_kindergarten_1000m,osm_hospital_clinic_count_1000m,osm_hospital_clinic_nearest_1000m,has_hospital_clinic_1000m,osm_pharmacy_count_1000m,osm_pharmacy_nearest_1000m,has_pharmacy_1000m,osm_supermarket_count_1000m,osm_supermarket_nearest_1000m,has_supermarket_1000m,osm_public_transport_stop_count_1000m,osm_public_transport_stop_nearest_1000m,has_public_transport_stop_1000m,osm_cafe_restaurant_count_1000m,osm_cafe_restaurant_nearest_1000m,has_cafe_restaurant_1000m,osm_fitness_sport_count_1000m,osm_fitness_sport_nearest_1000m,has_fitness_sport_1000m,osm_total_poi_count_1000m,infrastructure_score_1000m,log1p_osm_metro_count_1000m,log1p_osm_park_count_1000m,log1p_osm_school_count_1000m,log1p_osm_kindergarten_count_1000m,log1p_osm_hospital_clinic_count_1000m,log1p_osm_pharmacy_count_1000m,log1p_osm_supermarket_count_1000m,log1p_osm_public_transport_stop_count_1000m,log1p_osm_cafe_restaurant_count_1000m,log1p_osm_fitness_sport_count_1000m,log1p_osm_total_poi_count_1000m,osm_features_available,osm_radius_m,address_exact,address_zone,residential_complex,building_key,metro_primary,geo_cell_2000m,geo_cell_1000m,geo_cell_500m,geo_cell_200m,listing_density_250m,listing_density_500m,listing_density_1000m,listing_density_2000m,listing_density_5000m,listing_density_10000m,nearest_listing_distance_m,ext_cafe_restaurant_count_250m,ext_cafe_restaurant_count_500m,ext_cafe_restaurant_count_750m,ext_fitness_sport_count_250m,ext_fitness_sport_count_500m,ext_fitness_sport_count_750m,ext_hospital_clinic_count_250m,ext_hospital_clinic_count_500m,ext_hospital_clinic_count_750m,ext_kindergarten_count_250m,ext_kindergarten_count_500m,ext_kindergarten_count_750m,ext_metro_count_250m,ext_metro_count_500m,ext_metro_count_750m,ext_park_count_250m,ext_park_count_500m,ext_park_count_750m,ext_pharmacy_count_250m,ext_pharmacy_count_500m,ext_pharmacy_count_750m,ext_public_transport_stop_count_250m,ext_public_transport_stop_count_500m,ext_public_transport_stop_count_750m,ext_school_count_250m,ext_school_count_500m,ext_school_count_750m,ext_supermarket_count_250m,ext_supermarket_count_500m,ext_supermarket_count_750m,ext_total_poi_count_250m,ext_total_poi_count_500m,ext_total_poi_count_750m,distance_to_moscow_center_km,approx_mkad_distance_km,inside_approx_mkad,center_bearing_sin,center_bearing_cos
avito,8109196685,https://www.avito.ru/sergiev_posad/kvartiry/4-k._kvartira_699_m_89_et._8109196685?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcXRHNFhyQ1RySW5tYTFUIjt9Nv6eZD8AAAA,2026-06-08 21:31:29,2026-06-06 12:30:43,9600000.0,137339.0,56.322145,38.135676,,,,,"Московская обл., Сергиево-Посадский г.о., Сергиев Посад, Новоугличское ш., 11",4.0,0,69.9,6.7,,0.0958512160228898,,8.0,9.0,0.8888888888888888,high,0,0,1977.0,49.0,0,,panel,flat,unknown,unknown,,electric,unknown,unknown,unknown,,0,cosmetic,unknown,,alternative,separate,0,1,1,1,0,1,1,,0,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,kitchen,0,0,0,0,1,0,0,0,1,water_heater,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,983,124,existing,missing,existing,missing,0.0,,0.0,24.0,250.4,1.0,6.0,299.4,1.0,5.0,574.1,1.0,7.0,259.2,1.0,15.0,296.0,1.0,31.0,86.5,1.0,17.0,150.8,1.0,22.0,219.1,1.0,1.0,260.3,1.0,128.0,121.5,0.0,3.218875824868201,1.9459101490553128,1.791759469228055,2.079441541679836,2.772588722239781,3.4657359027997265,2.8903717578961645,3.1354942159291497,0.6931471805599453,4.859812404361672,1,1000.0,"московская обл., сергиево-посадский г.о., сергиев посад, новоугличское ш., 11","московская обл., сергиево-посадский г.о., сергиев посад",unknown,unknown,unknown,2816_1906,5632_3813,11264_7627,28161_19067,1.0,5.0,8.0,20.0,38.0,45.0,213.37900354622383,1.0,3.0,11.0,0.0,1.0,1.0,0.0,5.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,17.0,0.0,3.0,9.0,2.0,5.0,9.0,0.0,1.0,3.0,2.0,9.0,22.0,5.0,32.0,81.0,71.149608246311,53.949608246311,0.0,0.44826831156284347,0.8938990551782665
avito,7962004557,https://www.avito.ru/reutov/kvartiry/4-k._kvartira_1745_m_1224_et._7962004557?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcXRHNFhyQ1RySW5tYTFUIjt9Nv6eZD8AAAA,2026-06-08 21:31:48,2026-06-06 12:30:43,39999999.0,229226.0,55.772654,37.846463,,,,,"Московская обл., Реутов, ул. Реутовских Ополченцев, 6",4.0,0,174.5,20.0,,0.1146131805157593,,12.0,24.0,0.5,middle,0,0,2016.0,10.0,0,,monolith,flat,unknown,premium,4.0,gas,unknown,unknown,unknown,,0,designer,unknown,,free_sale,combined,1,0,1,2,2,4,1,25.5,3,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,kitchen|sleeping,1,1,1,1,0,0,0,0,1,ac|dishwasher|fridge|washer,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,413,52,existing,missing,existing,missing,0.0,,0.0,49.0,172.4,1.0,4.0,120.6,1.0,12.0,206.3,1.0,5.0,14.3,1.0,15.0,139.1,1.0,40.0,73.7,1.0,33.0,178.6,1.0,33.0,108.9,1.0,7.0,160.1,1.0,197.0,199.5,0.0,3.912023005428146,1.6094379124341005,2.5649493574615367,1.791759469228055,2.772588722239781,3.713572066704308,3.5263605246161616,3.5263605246161616,2.079441541679836,5.288267030694535,1,1000.0,"московская обл., реутов, ул. реутовских ополченцев, 6","московская обл., реутов, ул. реутовских ополченцев",unknown,unknown,реутов (21–30 мин.),2788_1892,5577_3784,11154_7569,27886_18923,7.0,8.0,11.0,27.0,71.0,321.0,0.17219296868020556,3.0,5.0,13.0,3.0,5.0,5.0,2.0,4.0,5.0,2.0,5.0,7.0,0.0,0.0,0.0,1.0,6.0,24.0,1.0,3.0,6.0,1.0,5.0,13.0,2.0,3.0,4.0,6.0,19.0,25.0,21.0,55.0,102.0,14.463874449424354,2.736125550575645,1.0,0.9860891401295152,0.166217350835084
avito,7855334324,https://www.avito.ru/balashiha/kvartiry/4-k._kvartira_727_m_2123_et._7855334324?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcXRHNFhyQ1RySW5tYTFUIjt9Nv6eZD8AAAA,2026-06-08 21:32:04,2026-06-06 12:30:43,16502900.0,227000.0,55.73433,38.00458,,,,,"мкр. Железнодорожный, пр-т Героев, ул. Автозаводская, стр. 610с2",4.0,0,72.7,15.7,35.5,0.2159559834938101,0.4883081155433287,21.0,23.0,0.9130434782608696,high,0,0,,,0,2.7,monolith,flat,new_building,unknown,,gas,unknown,unknown,unknown,,0,unknown,finished,3.0,unknown,combined,1,0,1,0,0,0,0,25.5,2,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1071,161,missing,existing,existing,existing,0.0,,0.0,15.0,223.8,1.0,5.0,351.5,1.0,8.0,404.5,1.0,4.0,613.9,1.0,9.0,211.7,1.0,24.0,203.3,1.0,17.0,137.8,1.0,16.0,298.2,1.0,1.0,859.7,1.0,99.0,92.5,0.0,2.772588722239781,1.791759469228055,2.19722457733622,1.6094379124341005,2.302585092994046,3.218875824868201,2.8903717578961645,2.833213344056216,0.6931471805599453,4.605170185988092,1,1000.0,"мкр. железнодорожный, пр-т героев, ул. автозаводская, стр. 610с2","мкр. железнодорожный, пр-т героев, ул. автозаводская",жк «героев»,корпус 610 (секция 2),железнодорожная (21–30 мин.),2786_1900,5573_3800,11146_7600,27867_19002,63.0,95.0,109.0,148.0,311.0,560.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,8.0,1.0,3.0,4.0,2.0,3.0,10.0,0.0,1.0,2.0,1.0,4.0,13.0,5.0,19.0,52.0,24.243609421830563,7.043609421830563,0.0,0.9971985833003751,-0.07479963545181731
avito,7855637091,https://www.avito.ru/balashiha/kvartiry/4-k._kvartira_715_m_1217_et._7855637091?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcXRHNFhyQ1RySW5tYTFUIjt9Nv6eZD8AAAA,2026-06-08 21:32:20,2026-06-06 12:30:43,16838250.0,235500.0,55.73608,38.00844,,,,,"мкр. Железнодорожный, пр-т Героев, ул. Автозаводская, корп. 410",4.0,0,71.5,19.3,31.1,0.2699300699300699,0.4349650349650349,12.0,17.0,0.7058823529411765,high,0,0,,,0,2.8,monolith,flat,new_building,unknown,,gas,unknown,unknown,unknown,,0,euro,finished,3.0,unknown,combined,1,0,1,0,0,0,0,25.5,2,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1071,161,description,existing,existing,existing,0.0,,0.0,20.0,237.6,1.0,4.0,238.6,1.0,10.0,220.4,1.0,7.0,462.5,1.0,19.0,342.0,1.0,39.0,294.2,1.0,24.0,278.1,1.0,23.0,144.6,1.0,2.0,575.6,1.0,147.0,133.5,0.0,3.044522437723423,1.6094379124341005,2.3978952727983707,2.079441541679836,2.995732273553991,3.688879454113936,3.218875824868201,3.1780538303479458,1.0986122886681098,4.997212273764115,1,1000.0,"мкр. железнодорожный, пр-т героев, ул. автозаводская, корп. 410","мкр. железнодорожный, пр-т героев, ул. автозаводская",жк «героев»,корпус 410,железнодорожная (21–30 мин.),2786_1900,5573_3800,11147_7601,27868_19004,41.0,104.0,111.0,153.0,305.0,531.0,0.0,1.0,2.0,12.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,3.0,13.0,0.0,2.0,6.0,0.0,4.0,9.0,1.0,1.0,3.0,0.0,7.0,20.0,4.0,21.0,75.0,24.46977091493776,7.269770914937762,0.0,0.9978129498235686,-0.06610081061824039
avito,8021747850,https://www.avito.ru/klin/kvartiry/4-k._kvartira_598_m_55_et._8021747850?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcXRHNFhyQ1RySW5tYTFUIjt9Nv6eZD8AAAA,2026-06-08 21:32:36,2026-06-06 12:30:43,6100000.0,102007.0,56.32406235,36.75057983,,,,,"Московская обл., Клин, ул. Мечникова, 3",4.0,0,59.8,5.5,,0.0919732441471572,,5.0,5.0,1.0,last,0,1,,,0,,panel,flat,unknown,unknown,,unknown,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,separate,0,1,1,0,0,0,0,,0,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,kitchen|sleeping,1,1,0,0,0,0,0,0,1,fridge|washer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,337,56,existing,missing,existing,missing,0.0,,0.0,8.0,364.9,1.0,3.0,678.5,1.0,6.0,171.1,1.0,0.0,,0.0,5.0,216.2,1.0,18.0,238.5,1.0,22.0,307.8,1.0,4.0,442.2,1.0,0.0,,0.0,66.0,67.5,0.0,2.19722457733622,1.3862943611198906,1.9459101490553128,0.0,1.791759469228055,2.9444389791664403,3.1354942159291497,1.6094379124341005,0.0,4.204692619390966,1,1000.0,"московская обл., клин, ул. мечникова, 3","московская обл., клин, ул. мечникова",unknown,unknown,unknown,2816_1837,5632_3675,11264_7350,28162_18375,1.0,2.0,4.0,17.0,19.0,21.0,222.86644663412477,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,2.0,4.0,0.0,6.0,10.0,0.0,0.0,1.0,1.0,4.0,10.0,4.0,16.0,37.0,83.44452510271792,66.24452510271792,0.0,-0.6412417763581654,0.767338897914751
avito,8002754583,https://www.avito.ru/klin/kvartiry/4-k._kvartira_71_m_89_et._8002754583?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcXRHNFhyQ1RySW5tYTFUIjt9Nv6eZD8AAAA,2026-06-08 21:32:52,2026-06-06 12:30:43,8500000.0,119718.0,56.334432,36.729965,,,,,"Московская обл., Клин, Литейная ул., 4",4.0,0,71.0,8.1,49.0,0.1140845070422535,0.6901408450704225,8.0,9.0,0.8888888888888888,high,0,0,1974.0,52.0,0,,panel,flat,unknown,unknown,,gas,unknown,unknown,legalized,,0,cosmetic,unknown,,free_sale,combined,1,0,1,1,0,1,1,,0,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,kitchen,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1621,222,existing,missing,existing,missing,0.0,,0.0,15.0,111.4,1.0,3.0,274.9,1.0,7.0,87.8,1.0,5.0,63.9,1.0,9.0,97.9,1.0,19.0,155.8,1.0,24.0,80.4,1.0,21.0,100.4,1.0,6.0,253.3,1.0,109.0,92.5,0.0,2.772588722239781,1.3862943611198906,2.079441541679836,1.791759469228055,2.302585092994046,2.995732273553991,3.218875824868201,3.091042453358316,1.9459101490553128,4.700480365792417,1,1000.0,"московская обл., клин, литейная ул., 4","московская обл., клин, литейная ул.",unknown,unknown,unknown,2816_1836,5633_3672,11266_7345,28167_18364,1.0,1.0,2.0,14.0,21.0,21.0,155.83691968484382,5.0,14.0,17.0,0.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,4.0,0.0,0.0,0.0,5.0,13.0,15.0,1.0,3.0,6.0,4.0,11.0,17.0,0.0,1.0,2.0,5.0,10.0,13.0,22.0,58.0,81.0,85.1473759245057,67.94737592450569,0.0,-0.6431699814531416,0.7657234324203259
avito,7388171931,https://www.avito.ru/istra/kvartiry/4-k._kvartira_616_m_15_et._7388171931?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcXRHNFhyQ1RySW5tYTFUIjt9Nv6eZD8AAAA,2026-06-08 21:33:12,2026-06-06 12:30:43,7700000.0,125000.0,55.918858,36.864263,,,,,"Московская обл., Истра, Советская ул., 27А",4.0,0,61.6,6.0,44.0,0.0974025974025974,0.7142857142857143,1.0,5.0,0.2,first,1,0,,,0,,brick,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,separate,0,1,1,0,0,0,0,,0,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,kitchen,1,1,0,0,0,0,0,0,1,fridge|washer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,428,58,existing,missing,existing,missing,0.0,,0.0,65.0,191.6,1.0,6.0,446.1,1.0,7.0,463.1,1.0,10.0,314.7,1.0,14.0,87.7,1.0,33.0,92.5,1.0,29.0,90.6,1.0,42.0,71.3,1.0,2.0,564.6,1.0,208.0,222.0,0.0,4.189654742026425,1.9459101490553128,2.079441541679836,2.3978952727983707,2.70805020110221,3.5263605246161616,3.4011973816621555,3.7612001156935615,1.0986122886681098,5.342334251964811,1,1000.0,"московская обл., истра, советская ул., 27а","московская обл., истра, советская ул.",unknown,unknown,unknown,2795_1843,5591_3686,11183_7372,27959_18432,0.0,0.0,6.0,10.0,13.0,17.0,536.4609031787229,2.0,16.0,32.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,11.0,28.0,2.0,4.0,11.0,2.0,6.0,21.0,0.0,1.0,2.0,2.0,4.0,17.0,10.0,44.0,122.0,50.64683921693862,33.44683921693863,0.0,-0.9278125799957435,0.37304666786025864
avito,8150188351,https://www.avito.ru/podolsk/kvartiry/4-k._kvartira_130_m_910_et._8150188351?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcXRHNFhyQ1RySW5tYTFUIjt9Nv6eZD8AAAA,2026-06-08 21:33:28,2026-06-06 12:30:43,19900000.0,153077.0,55.433721,37.534038,,,,,"Московская обл., Подольск, ул. Веллинга, 22",4.0,0,130.0,25.0,,0.1923076923076923,,9.0,10.0,0.9,high,0,0,2002.0,24.0,0,2.8,brick,flat,unknown,unknown,,central,unknown,unknown,none,,0,no_repair,no_finish,0.0,free_sale,unknown,0,0,0,0,0,0,0,25.5,1,,0.0,1.0,loggia,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1488,208,existing,description,existing,existing,0.0,,0.0,18.0,315.9,1.0,3.0,434.6,1.0,5.0,372.0,1.0,14.0,324.1,1.0,17.0,417.5,1.0,22.0,203.5,1.0,17.0,491.1,1.0,25.0,465.3,1.0,2.0,806.5,1.0,123.0,105.5,0.0,2.9444389791664403,1.3862943611198906,1.791759469228055,2.70805020110221,2.8903717578961645,3.1354942159291497,2.8903717578961645,3.258096538021482,1.0986122886681098,4.820281565605037,1,1000.0,"московская обл., подольск, ул. веллинга, 22","московская обл., подольск, ул. веллинга",unknown,unknown,подольск (21–30 мин.),2771_1876,5543_3753,11086_7506,27716_18767,1.0,1.0,3.0,24.0,172.0,226.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,5.0,0.0,1.0,7.0,0.0,1.0,1.0,1.0,9.0,12.0,1.0,19.0,50.0,35.702847612378065,18.502847612378066,0.0,-0.14911028001395854,-0.9888205723963063
avito,7991649331,https://www.avito.ru/podolsk/kvartiry/4-k._kvartira_105_m_23_et._7991649331?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcXRHNFhyQ1RySW5tYTFUIjt9Nv6eZD8AAAA,2026-06-08 21:33:46,2026-06-06 12:30:43,9500000.0,90476.0,55.37807846,37.54204941,,,,,"Московская обл., Подольск, мкр-н Климовск, ул. Дмитрия Холодова, 8/5",4.0,0,105.0,12.0,80.0,0.1142857142857142,0.7619047619047619,2.0,3.0,0.6666666666666666,middle,0,0,1950.0,76.0,0,3.0,brick,flat,unknown,unknown,,gas,unknown,unknown,unknown,,0,cosmetic,unknown,,free_sale,separate,0,1,1,0,0,0,0,,0,,1.0,0.0,balcony,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,332,52,existing,missing,existing,existing,0.0,,0.0,17.0,139.7,1.0,2.0,333.4,1.0,7.0,152.9,1.0,8.0,155.2,1.0,14.0,160.9,1.0,29.0,66.5,1.0,16.0,104.5,1.0,23.0,173.4,1.0,3.0,335.6,1.0,119.0,103.0,0.0,2.8903717578961645,1.0986122886681098,2.079441541679836,2.19722457733622,2.70805020110221,3.4011973816621555,2.833213344056216,3.1780538303479458,1.3862943611198906,4.787491742782046,1,1000.0,"московская обл., подольск, мкр-н климовск, ул. дмитрия холодова, 8/5","московская обл., подольск, мкр-н климовск",unknown,unknown,unknown,2768_1877,5537_3754,11075_7508,27689_18771,2.0,2.0,4.0,6.0,55.0,187.0,92.35002426020134,2.0,11.0,17.0,0.0,1.0,3.0,3.0,6.0,6.0,3.0,5.0,6.0,0.0,0.0,0.0,3.0,12.0,15.0,3.0,10.0,13.0,2.0,6.0,11.0,0.0,1.0,2.0,3.0,13.0,23.0,19.0,65.0,96.0,41.77107008746343,24.57107008746343,0.0,-0.11551148675159298,-0.9933061443625709
avito,8173254369,https://www.avito.ru/protvino/kvartiry/4-k._kvartira_863_m_19_et._8173254369?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcXRHNFhyQ1RySW5tYTFUIjt9Nv6eZD8AAAA,2026-06-08 21:34:04,2026-06-06 12:30:43,16300000.0,188876.0,54.87586975,37.22396469,,,,,"Московская обл., г.о. Серпухов, Протвино, ул. Ленина, 24Б",4.0,0,86.3,11.2,60.3,0.1297798377752027,0.6987253765932793,1.0,9.0,0.1111111111111111,first,1,0,1990.0,36.0,0,2.7,brick,flat,unknown,comfort,2.0,unknown,unknown,unknown,unknown,,0,euro,unknown,,free_sale,separate,0,1,1,1,0,1,1,,0,,0.0,1.0,loggia,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,kitchen|sleeping|storage,1,1,1,0,0,0,0,0,1,dishwasher|fridge|washer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,960,129,existing,missing,existing,existing,0.0,,0.0,38.0,105.5,1.0,7.0,272.0,1.0,5.0,316.5,1.0,4.0,318.3,1.0,8.0,122.0,1.0,20.0,131.6,1.0,18.0,138.9,1.0,9.0,131.0,1.0,3.0,226.1,1.0,112.0,134.0,0.0,3.6635616461296463,2.079441541679836,1.791759469228055,1.6094379124341005,2.19722457733622,3.044522437723423,2.9444389791664403,2.302585092994046,1.3862943611198906,4.727387818712341,1,1000.0,"московская обл., г.о. серпухов, протвино, ул. ленина, 24б","московская обл., г.о. серпухов, протвино",unknown,unknown,unknown,2743_1861,5487_3722,10975_7444,27437_18611,1.0,2.0,3.0,4.0,4.0,8.0,246.75710676527657,1.0,6.0,8.0,1.0,2.0,3.0,0.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,10.0,22.0,2.0,5.0,7.0,3.0,6.0,11.0,0.0,1.0,2.0,1.0,9.0,15.0,10.0,42.0,74.0,100.48627307638414,83.28627307638413,0.0,-0.2511457658528644,-0.9679492777486732
avito,7870131722,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/kvartiry/4-k._kvartira_73_m_914_et._7870131722?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcXRHNFhyQ1RySW5tYTFUIjt9Nv6eZD8AAAA,2026-06-08 21:34:23,2026-06-06 12:30:43,15688693.0,214914.0,55.82087,37.21002,,,,,"ул. Береговая, стр. 1.2",4.0,0,73.0,2.0,51.0,0.0273972602739726,0.6986301369863014,9.0,14.0,0.6428571428571429,middle,0,0,,,0,,monolith,flat,new_building,unknown,,unknown,unknown,unknown,unknown,,0,unknown,no_finish,0.0,ddu,unknown,0,0,0,0,0,0,0,31.0,3,,0.0,0.0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,19,missing,existing,existing,missing,0.0,,0.0,9.0,333.4,1.0,1.0,839.6,1.0,2.0,572.6,1.0,0.0,,0.0,0.0,,0.0,5.0,482.4,1.0,4.0,360.1,1.0,0.0,,0.0,0.0,,0.0,21.0,30.0,0.0,2.302585092994046,0.6931471805599453,1.0986122886681098,0.0,0.0,1.791759469228055,1.6094379124341005,0.0,0.0,3.091042453358316,1,1000.0,"ул. береговая, стр. 1.2",ул. береговая,жк «аникеевский»,дом 1.2,аникеевка (от 31 мин.),2791_1860,5582_3721,11164_7442,27910_18605,55.0,58.0,103.0,104.0,171.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,14.0,26.68250225739802,9.482502257398021,0.0,-0.9561209015840227,0.2929723904298072
